MCU,SE,IBGE,UNIDADE,ENDERECO,COMPLEMENTO,NUMERO,BAIRRO,CIDADE,MUNICIPIO,UF,CEP
16067,PR,4105300,AC CEU AZUL,RUA CURITIBA,0,1697,CENTRO,CEU AZUL,CEU AZUL,PR,85840970
15974,PR,4105201,AC CERRO AZUL,AVENIDA GETULIO VARGAS,0,177,CENTRO,CERRO AZUL,CERRO AZUL,PR,83570970
15990,PR,4106902,AC CENTRO CIVICO,RUA MATEUS LEME,0,1310,CENTRO CIVICO,CURITIBA,CURITIBA,PR,80530970
16188,PR,4105102,AC CENTENARIO DO SUL,PRACA PADRE AURELIO BASSO,0,318,CENTRO,CENTENARIO DO SUL,CENTENARIO DO SUL,PR,86630970
16066,PR,4105003,AC CATANDUVAS,RUA PIONEIROS,0,562,CENTRO,CATANDUVAS,CATANDUVAS,PR,85470970
15960,PR,4104907,AC CASTRO,RUA CIPRIANO MARQUES DE SOUZA,0,41,CENTRO,CASTRO,CASTRO,PR,84165970
15959,PR,4104808,AC CASCAVEL,RUA SOUZA NAVES,0,3613,CENTRO,CASCAVEL,CASCAVEL,PR,85806970
16223,PR,4104709,AC CARLOPOLIS,RUA PADRE HUGO,0,843,CENTRO,CARLOPOLIS,CARLOPOLIS,PR,86420970
15986,PR,4104659,AC CARAMBEI,AVENIDA DO OURO,0,199,VILA NOVA HOLANDA,CARAMBEI,CARAMBEI,PR,84145970
16064,PR,4104600,AC CAPITAO LEONIDAS MARQUES,AVENIDA TANCREDO NEVES,0,513,CENTRO,CAPITAO LEONIDAS MARQUES,CAPITAO LEONIDAS MARQUES,PR,85790970
16254,PR,4104501,AC CAPANEMA,AVENIDA BRASIL,0,999,CENTRO,CAPANEMA,CAPANEMA,PR,85760970
16016,PR,4104451,AC CANTAGALO,RUA DOM PEDRO II,0,26,CENTRO,CANTAGALO,CANTAGALO,PR,85160970
16302,PR,4104428,AC CANDOI,RUA MANOEL LOPES DE OLIVEIRA,0,2600,CENTRO,CANDOI,CANDOI,PR,85140970
15984,PR,4104402,AC CANDIDO DE ABREU,RUA JOSE ADAMIVICZ,0,51,CENTRO,CANDIDO DE ABREU,CANDIDO DE ABREU,PR,84470970
16083,PR,4104303,AC CAMPO MOURAO,RUA FRANCISCO FERREIRA ALBUQUERQUE,0,1421,CENTRO,CAMPO MOURAO,CAMPO MOURAO,PR,87300970
39343,PR,4104253,AC CAMPO MAGRO,RUA ANTONIO BOZA,COMERCIO,104,NOVOS HORIZONTES,CAMPO MAGRO,CAMPO MAGRO,PR,83535971
15956,PR,4104204,AC CAMPO LARGO,RUA BENEDITO SOARES PINTO,0,2180,CENTRO,CAMPO LARGO,CAMPO LARGO,PR,83600970
49282,PR,4104105,AC CAMPO DO TENENTE,AVENIDA MIGUEL KOMARCHEWSKI,0,1121,CENTRO,CAMPO DO TENENTE,CAMPO DO TENENTE,PR,83870970
16288,PR,4104055,AC CAMPO BONITO,AVENIDA PARANA,0,1073,CENTRO,CAMPO BONITO,CAMPO BONITO,PR,85450970
423997,PR,4103958,AC CAMPINA DO SIMAO,RUA JOAO FERREIRA NEVES,0,3037,CENTRO,CAMPINA DO SIMAO,CAMPINA DO SIMAO,PR,85148971
16148,PR,4103909,AC CAMPINA DA LAGOA,RUA VEREADOR HOMERO FRANCO,0,1208,CENTRO,CAMPINA DA LAGOA,CAMPINA DA LAGOA,PR,87345970
16187,PR,4103800,AC CAMBIRA,AVENIDA BRASIL,0,745,CENTRO,CAMBIRA,CAMBIRA,PR,86890970
16008,PR,4103701,AC CAMBE,"AVENIDA INGLATERRA, 784",0,784,CENTRO,CAMBE,CAMBE,PR,86180970
15954,PR,4103602,AC CAMBARA,AVENIDA BRASIL,0,1261,CENTRO,CAMBARA,CAMBARA,PR,86390970
16186,PR,4103503,AC CALIFORNIA,AVENIDA GETULIO VARGAS,0,19,CENTRO,CALIFORNIA,CALIFORNIA,PR,86820970
60997,PR,4103479,AC CAFEZAL DO SUL,AVENIDA ITALO ORCELLI,0,746,CENTRO,CAFEZAL DO SUL,CAFEZAL DO SUL,PR,87565971
16065,PR,4103453,AC CAFELANDIA,RUA GOVERNADOR MOISES LUPION,0,780,CENTRO,CAFELANDIA,CAFELANDIA,PR,85415970
16185,PR,4103404,AC CAFEARA,AVENIDA PARANA,0,331,CENTRO,CAFEARA,CAFEARA,PR,86640970
59810,PR,4103370,AC BRASILANDIA DO SUL,AVENIDA ADAO ARCANGELO DAL BEM,0,1152,CENTRO,BRASILANDIA DO SUL,BRASILANDIA DO SUL,PR,87595971
16266,PR,4103354,AC BRAGANEY,AVENIDA BRASILIA,0,1021,CENTRO,BRAGANEY,BRAGANEY,PR,85430970
16147,PR,4103305,AC BORRAZOPOLIS,PRACA DA REPUBLICA,0,414,CENTRO,BORRAZOPOLIS,BORRAZOPOLIS,PR,86925970
423968,PR,4103222,AC BOM SUCESSO DO SUL,RUA ROMANO GEMI,0,250,CENTRO,BOM SUCESSO DO SUL,BOM SUCESSO DO SUL,PR,85515971
16146,PR,4103206,AC BOM SUCESSO,AVENIDA JULIO ALVES MACHADO,0,141,CENTRO,BOM SUCESSO,BOM SUCESSO,PR,86940970
61123,PR,4103156,AC BOM JESUS DO SUL,AVENIDA IPIRANGA,0,534,CENTRO,BOM JESUS DO SUL,BOM JESUS DO SUL,PR,85708971
15947,PR,4103107,AC BOCAIUVA DO SUL,RUA BENJAMIM CONSTANT TEIXEIRA,0,597,CENTRO,BOCAIUVA DO SUL,BOCAIUVA DO SUL,PR,83450970
16276,PR,4103057,AC BOA VISTA DA APARECIDA,AVENIDA CICERO BARBOSA SOBRINHO,0,1007,CENTRO,BOA VISTA DA APARECIDA,BOA VISTA DA APARECIDA,PR,85780970
61104,PR,4103040,AC BOA VENTURA DE SAO ROQUE,AVENIDA DALZOTTO,0,375,CENTRO,BOA VENTURA DE SAO ROQUE,BOA VENTURA DE SAO ROQUE,PR,85225971
424874,PR,4103024,AC BOA ESPERANCA DO IGUACU,AVENIDA VEREADOR VALMIR ANTONIO ALEXANDR,E 243,,CENTRO,BOA ESPERANCA DO IGUACU,BOA ESPERANCA DO IGUACU,PR,85680971
16145,PR,4103008,AC BOA ESPERANCA,AVENIDA AMAZONAS,0,306,CENTRO,BOA ESPERANCA,BOA ESPERANCA,PR,87390970
16010,PR,4102901,AC BITURUNA,RUA JOAO AGUSTINE,0,239,CENTRO,BITURUNA,BITURUNA,PR,84640970
16077,PR,4102802,AC BELA VISTA DO PARAISO,AVENIDA INDEPENDENCIA,0,754,CENTRO,BELA VISTA DO PARAISO,BELA VISTA DO PARAISO,PR,86130970
61122,PR,4102752,AC BELA VISTA DA CAROBA,AVENIDA RIO GRANDE DO SUL,0,,CENTRO,BELA VISTA DA CAROBA,BELA VISTA DA CAROBA,PR,85745971
15950,PR,4102604,AC BARRACAO,RUA MINAS GERAIS,0,417,CENTRO,BARRACAO,BARRACAO,PR,85700970
16222,PR,4102703,AC BARRA DO JACARE,RUA RUI BARBOSA,0,27,CENTRO,BARRA DO JACARE,BARRA DO JACARE,PR,86385970
16144,PR,4102505,AC BARBOSA FERRAZ,AVENIDA PRESIDENTE KENNEDY,0,663,CENTRO,BARBOSA FERRAZ,BARBOSA FERRAZ,PR,86960970
15949,PR,4102406,AC BANDEIRANTES,RUA EURIPEDES MESQUITA RODRIGUES,0,689,CENTRO,BANDEIRANTES,BANDEIRANTES,PR,86360970
15946,PR,4102307,AC BALSA NOVA,AVENIDA BRASIL,0,460,CENTRO,BALSA NOVA,BALSA NOVA,PR,83650970
15961,PR,4106902,AC BACACHERI,RUA HOLANDA,0,202,BACACHERI,CURITIBA,CURITIBA,PR,82501970
16115,PR,4102208,AC ATALAIA,AVENIDA DOUTOR ANTONIO MORAES BARROS,0,409,CENTRO,ATALAIA,ATALAIA,PR,87630970
16082,PR,4102109,AC ASTORGA,AVENIDA DOUTOR JOSE S AZEVEDO,0,142,CENTRO,ASTORGA,ASTORGA,PR,86730970
16062,PR,4102000,AC ASSIS CHATEAUBRIAND,AVENIDA CIVICA,CENTRO CIVICO,162,CENTRO,ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND,PR,85935970
15948,PR,4101903,AC ASSAI,RUA MANOEL RIBAS,0,821,CENTRO,ASSAI,ASSAI,PR,86220970
58340,PR,4101853,AC ARIRANHA DO IVAI,RUA MIGUEL VERENKA,0,43,CENTRO,ARIRANHA DO IVAI,ARIRANHA DO IVAI,PR,86880970
15942,PR,4101804,AC ARAUCARIA,RUA DOUTOR JULIO SZYMANSKI,0,23,CENTRO,ARAUCARIA,ARAUCARIA,PR,83700970
16142,PR,4101705,AC ARARUNA,RUA ERACLIDES ALVES DE GOUVEIA,0,371,CENTRO,ARARUNA,ARARUNA,PR,87260970
38144,PR,4101655,AC ARAPUA,RUA PRESIDENTE CAFE FILHO,0,1078,CENTRO,ARAPUA,ARAPUA,PR,86884970
16221,PR,4101606,AC ARAPOTI,RUA ABRAAO ANTONIO,0,1031,CENTRO,ARAPOTI,ARAPOTI,PR,84990970
15945,PR,4101507,AC ARAPONGAS,AVENIDA ARAPONGAS,TERREO,900,CENTRO,ARAPONGAS,ARAPONGAS,PR,86700970
15944,PR,4101408,AC APUCARANA,RUA PONTA GROSSA,0,1325,CENTRO,APUCARANA,APUCARANA,PR,86800970
15972,PR,4101309,AC ANTONIO OLINTO,RUA EDGAR TRAIN SCHAFAUSER,0,88,CENTRO,ANTONIO OLINTO,ANTONIO OLINTO,PR,83980970
15943,PR,4101200,AC ANTONINA,RUA QUINZE DE NOVEMBRO,0,191,CENTRO,ANTONINA,ANTONINA,PR,83370970
16300,PR,4101150,AC ANGULO,AVENIDA SALVIO MANOEL DA SILVA,0,22,CENTRO,ANGULO,ANGULO,PR,86755970
16220,PR,4101101,AC ANDIRA,RUA SAO PAULO,0,882,CENTRO,ANDIRA,ANDIRA,PR,86380970
59796,PR,4101051,AC ANAHY,RUA BANDEIRANTES,0,874,CENTRO,ANAHY,ANAHY,PR,85425971
16033,PR,4101002,AC AMPERE,AVENIDA BRASILIA,0,1043,CENTRO,AMPERE,AMPERE,PR,85640970
16114,PR,4100905,AC AMAPORA,AVENIDA JAIME CANET JUNIOR,TERREO,85,CENTRO,AMAPORA,AMAPORA,PR,87850970
16155,PR,4100806,AC ALVORADA DO SUL,AVENIDA JOSE ALVES DE LIMA,0,345,CENTRO,ALVORADA DO SUL,ALVORADA DO SUL,PR,86150970
16093,PR,4100509,AC ALTONIA,PRACA CARLOS GOMES,0,87,CENTRO,ALTONIA,ALTONIA,PR,87550970
16094,PR,4100707,AC ALTO PIQUIRI,AVENIDA BRASIL,0,1813,CENTRO,ALTO PIQUIRI,ALTO PIQUIRI,PR,87580970
16113,PR,4100608,AC ALTO PARANA,RUA PRINCESA ISABEL,TERREO,1499,CENTRO,ALTO PARANA,ALTO PARANA,PR,87750970
16322,PR,4105805,AC ALTO MARACANA,RUA DORVAL CECCON,LOJAS 1109  1110  E  1111,664,FATIMA,COLOMBO,COLOMBO,PR,83409970
16279,PR,4100459,AC ALTAMIRA DO PARANA,AVENIDA JAIME CANET,SALA/LOJA,83,CENTRO,ALTAMIRA DO PARANA,ALTAMIRA DO PARANA,PR,85280970
15941,PR,4100400,AC ALMIRANTE TAMANDARE,RUA FREI MAURO,0,387,VILA SANTA TEREZINHA,ALMIRANTE TAMANDARE,ALMIRANTE TAMANDARE,PR,83501970
15971,PR,4100301,AC AGUDOS DO SUL,RUA CARLOS MACHADO,0,52,CENTRO,AGUDOS DO SUL,AGUDOS DO SUL,PR,83850970
15970,PR,4100202,AC ADRIANOPOLIS,RUA FRANCA MARTINS,0,9,CENTRO,ADRIANOPOLIS,ADRIANOPOLIS,PR,83490970
16219,PR,4100103,AC ABATIA,RUA ELOI PEREIRA,0,118,CENTRO,ABATIA,ABATIA,PR,86460970
16032,PR,4127007,AC TEIXEIRA SOARES,RUA BENJAMIM CONSTANTE,REVEN02PONTA GROSSA/DR/PR,53,CENTRO,TEIXEIRA SOARES,TEIXEIRA SOARES,PR,84530970
18419,RJ,3301702,AC XEREM,PRACA MANTIQUEIRA,0,35,PARQUE XEREM,DUQUE DE CAXIAS,DUQUE DE CAXIAS,RJ,25245970
39594,RJ,3304557,AC WEST SHOPPING,ESTRADA DO MENDANHA,LOJAS 283 284 A,555,CAMPO GRANDE,RIO DE JANEIRO,RIO DE JANEIRO,RJ,23087970
18403,RJ,3306305,AC VOLTA REDONDA,RUA BERNARDO FERRAZ,0,382,ATERRADO,VOLTA REDONDA,VOLTA REDONDA,RJ,27213972
18502,RJ,3305109,AC VILAR DOS TELES,AVENIDA COMENDADOR TELES,LOJA 14  17,2416,VILAR DOS TELES,SAO JOAO DE MERITI,SAO JOAO DE MERITI,RJ,25561970
18360,RJ,3304557,AC VILA ISABEL,BOULEVARD VINTE E OITO DE SETEMBRO,LOJA B,277,VILA ISABEL,RIO DE JANEIRO,RIO DE JANEIRO,RJ,20551970
18505,RJ,3304557,AC VIDIGAL,AVENIDA PRESIDENTE JOAO GOULART,0,,VIDIGAL,RIO DE JANEIRO,RIO DE JANEIRO,RJ,22450970
18402,RJ,3306206,AC VASSOURAS,RUA IRMA MARIA AGOSTINHA,0,1,CENTRO,VASSOURAS,VASSOURAS,RJ,27700970
18485,RJ,3306156,AC VARRE SAI,RUA JOSE VARGAS FIGUEIREDO,0,22,CENTRO,VARRE SAI,VARRE SAI,RJ,28375970
18401,RJ,3306107,AC VALENCA,RUA BERNARDO VIANA,0,52,CENTRO,VALENCA,VALENCA,RJ,27600971
38571,RJ,3305554,AC UNIVERSIDADE RURAL,RUA UO,PAVILHAO CENTRAL  SALA 6,,UFRRJ,SEROPEDICA,SEROPEDICA,RJ,23897970
18392,RJ,3306008,AC TRES RIOS,PRACA SAO SEBASTIAO,0,250,CENTRO,TRES RIOS,TRES RIOS,RJ,25804971
18448,RJ,3305901,AC TRAJANO DE MORAES,RUA CORONEL JOAO MARTINS,0,2,CENTRO,TRAJANO DE MORAES,TRAJANO DE MORAES,RJ,28750970
18354,RJ,3304557,AC TIJUCA,AVENIDA HEITOR BELTRAO,0,,TIJUCA,RIO DE JANEIRO,RIO DE JANEIRO,RJ,20550970
18400,RJ,3305802,AC TERESOPOLIS,AVENIDA LUCIO MEIRA,0,259,VARZEA,TERESOPOLIS,TERESOPOLIS,RJ,25953970
18308,RJ,3304557,AC TAQUARA,ESTRADA DO TINDIBA,0,2070,TAQUARA,RIO DE JANEIRO,RIO DE JANEIRO,RJ,22740971
18473,RJ,3305752,AC TANGUA,RUA VEREADOR ANTONIO TEIXEIRA DE MACEDO,LOJA 2,393,CENTRO,TANGUA,TANGUA,RJ,24890970
424171,RJ,3300704,AC TAMOIOS,AVENIDA INDEPENDENCIA,0,,UNAMAR TAMOIOS,CABO FRIO,CABO FRIO,RJ,28928970
18326,RJ,3305703,AC SUMIDOURO,RUA DA CONCEICAO,0,89,CENTRO,SUMIDOURO,SUMIDOURO,RJ,28637970
18453,RJ,3305604,AC SILVA JARDIM,RUA BORGES ALFREDIQUE,0,47,CENTRO,SILVA JARDIM,SILVA JARDIM,RJ,28820970
18452,RJ,3305505,AC SAQUAREMA,PRACA OSCAR DE MACEDO SOARES,0,12,CENTRO,SAQUAREMA,SAQUAREMA,RJ,28990970
18408,RJ,3305406,AC SAPUCAIA,RUA MAURICIO DE ABREU,0,21,CENTRO,SAPUCAIA,SAPUCAIA,RJ,25880970
18451,RJ,3300209,AC SAO VICENTE DE PAULA,RUA PRINCESA ISABEL,0,49,CENTRO (SAO VICENTE),ARARUAMA,ARARUAMA,RJ,28988970
18324,RJ,3305307,AC SAO SEBASTIAO DO ALTO,LARGO DA MATRIZ,0,,CENTRO,SAO SEBASTIAO DO ALTO,SAO SEBASTIAO DO ALTO,RJ,28550970
35653,RJ,3305133,AC SAO JOSE DE UBA,AV DAVID VIEIRA NEY  LOJA B,0,286,CENTRO,SAO JOSE DE UBA,SAO JOSE DE UBA,RJ,28455970
18430,RJ,3305109,AC SAO JOAO DE MERITI,RUA SANTO ANTONIO,0,179,CENTRO,SAO JOAO DE MERITI,SAO JOAO DE MERITI,RJ,25515972
18449,RJ,3305000,AC SAO JOAO DA BARRA,RUA SACRAMENTO,0,116,CENTRO,SAO JOAO DA BARRA,SAO JOAO DA BARRA,RJ,28200970
18441,RJ,3304904,AC SAO GONCALO,AVENIDA PRESIDENTE KENNEDY,LOJAS 237 238 E 239  2 PISO,425,CENTRO,SAO GONCALO,SAO GONCALO,RJ,24445971
18462,RJ,3304755,AC SAO FRANCISCO DE ITABAPOANA,RUA JOAQUIM DA MOTA SOBRINHO,0,190,CENTRO,SAO FRANCISCO DE ITABAPOA,SAO FRANCISCO DE ITABAPOA,RJ,28230970
18432,RJ,3303302,AC SAO FRANCISCO,AVENIDA QUINTINO BOCAIUVA,0,341,SAO FRANCISCO,NITEROI,NITEROI,RJ,24360970
18431,RJ,3304805,AC SAO FIDELIS,RUA ALBERTO TORRES,0,246,CENTRO,SAO FIDELIS,SAO FIDELIS,RJ,28400970
18416,RJ,3304706,AC SANTO ANTONIO DE PADUA,PRACA PEREIRA LIMA,0,162,CENTRO,SANTO ANTONIO DE PADUA,SANTO ANTONIO DE PADUA,RJ,28470970
18447,RJ,3304607,AC SANTA MARIA MADALENA,RUA BARAO DE MADALENA,0,41,CENTRO,SANTA MARIA MADALENA,SANTA MARIA MADALENA,RJ,28770970
18371,RJ,3306107,AC SANTA ISABEL DO RIO PRETO,RUA DEPUTADO ISMAR TAVARES,0,63,CENTRO SANTA ISABEL DO RIO PRETO,VALENCA,VALENCA,RJ,27611970
18481,RJ,3301702,AC SANTA CRUZ DA SERRA,PRACA BAHIA,LOJA A,32,CHACARAS ARCAMPO,DUQUE DE CAXIAS,DUQUE DE CAXIAS,RJ,25255970
18346,RJ,3304557,AC SANTA CRUZ,RUA FELIPE CARDOSO,0,909,SANTA CRUZ,RIO DE JANEIRO,RIO DE JANEIRO,RJ,23510972
18319,RJ,3305158,AC S JOSE DO VALE DO RIO PRETO,RUA PROFESSORA EMILIA ESTEVES,0,22,CENTRO,SAO JOSE DO VALE DO RIO P,SAO JOSE DO VALE DO RIO P,RJ,25780970
18404,RJ,3304524,AC RIO DAS OSTRAS,RUA PARANAIBA,0,126,BALNEARIO REMANSO,RIO DAS OSTRAS,RIO DAS OSTRAS,RJ,28893970
18399,RJ,3304508,AC RIO DAS FLORES,RUA ANICETO DE MEDEIROS CORREA,0,3,CENTRO,RIO DAS FLORES,RIO DAS FLORES,RJ,27660970
18381,RJ,3304300,AC RIO BONITO,RUA JOAO DO CARMO,0,15,CENTRO,RIO BONITO,RIO BONITO,RJ,28800970
18539,RJ,3304557,AC RICARDO DE ALBUQUERQUE,RUA ADEQUE,LOJA A,114,RICARDO DE ALBUQUERQUE,RIO DE JANEIRO,RIO DE JANEIRO,RJ,21620971
18398,RJ,3304201,AC RESENDE,PRACA CONCORDIA,0,64,CENTRO,RESENDE,RESENDE,RJ,27511971
46985,RJ,3304557,AC RECREIO DOS BANDEIRANTES,AVENIDA DAS AMERICAS,LOJA 105 B  E,19019,RECREIO DOS BANDEIRANTES,RIO DE JANEIRO,RIO DE JANEIRO,RJ,22790971
18331,RJ,3304557,AC REALENGO,AVENIDA DE SANTA CRUZ,LOJA A,1418,REALENGO,RIO DE JANEIRO,RIO DE JANEIRO,RJ,21715970
18460,RJ,3304151,AC QUISSAMA,RUA VISCONDE DE QUISSAMA,0,304,CENTRO,QUISSAMA,QUISSAMA,RJ,28735970
18428,RJ,3304144,AC QUEIMADOS,AVENIDA DOUTOR PEDRO JORGE,0,144,CENTRO,QUEIMADOS,QUEIMADOS,RJ,26383971
18480,RJ,3304128,AC QUATIS,RUA FAUSTINO PINHEIRO,LOJA 224,222,CENTRO,QUATIS,QUATIS,RJ,27410970
18484,RJ,3304557,AC PRESIDENTE VARGAS,AVENIDA PRESIDENTE VARGAS,TERREO,3077,CIDADE NOVA,RIO DE JANEIRO,RIO DE JANEIRO,RJ,20210972
18266,RJ,3302858,AC PRESIDENTE JUSCELINO,AVENIDA GETULIO DE MOURA,0,3610,JUSCELINO,MESQUITA,MESQUITA,RJ,26550971
18328,RJ,3304557,AC PREFEITO BENTO RIBEIRO,RUA JOAO VICENTE,0,1201,BENTO RIBEIRO,RIO DE JANEIRO,RIO DE JANEIRO,RJ,21331970
44853,RJ,3300100,AC PRAIA BRAVA,AVENIDA C,0,,PRAIA BRAVA (MAMBUCABA),ANGRA DOS REIS,ANGRA DOS REIS,RJ,23950970
58172,RJ,3303500,AC POSSE NOVA IGUACU,RUA ALVARO GONCALVES,0,130,VILA DE CAVA,NOVA IGUACU,NOVA IGUACU,RJ,26052971
18317,RJ,3303906,AC POSSE,ESTRADA SILVEIRA DA MOTA,0,42,POSSE,PETROPOLIS,PETROPOLIS,RJ,25770970
18361,RJ,3304110,AC PORTO REAL,RUA HILARIO ETTORE,0,442,CENTRO,PORTO REAL,PORTO REAL,RJ,27570970
18370,RJ,3304102,AC PORCIUNCULA,R. PREF SYNVAL AUGUSTO FERREIRA DA SILVA,0,,CENTRO,PORCIUNCULA,PORCIUNCULA,RJ,28390970
18434,RJ,3304003,AC PIRAI,RUA MANOEL TEIXEIRA CAMPOS JUNIOR,LOJAS A E B,36,CENTRO,PIRAI,PIRAI,RJ,27175970
18514,RJ,3302254,AC PENEDO,RUA DAS VELAS,0,100,FAZENDA PENEDO,PENEDO,ITATIAIA,RJ,27598970
18314,RJ,3303906,AC PEDRO DO RIO,ESTRADA UNIAO E INDUSTRIA,0,19297,PEDRO DO RIO,PETROPOLIS,PETROPOLIS,RJ,25750971
18257,RJ,3304557,AC PEDRA DE GUARATIBA,RUA ALTIN DE CARVALHO,LOJAS A E B,173,GUARATIBA,RIO DE JANEIRO,RIO DE JANEIRO,RJ,23026970
18396,RJ,3303807,AC PARATY,RUA DOMINGOS GONCALVES DE ABREU,0,406,CENTRO HISTORICO,PARATY,PARATY,RJ,23970970
18395,RJ,3303708,AC PARAIBA DO SUL,PRACA GARCIA,0,111,CENTRO,PARAIBA DO SUL,PARAIBA DO SUL,RJ,25850970
18285,RJ,3303609,AC PARACAMBI,RUA FRANCISCO DIAS RAPOSO,0,26,CENTRO,PARACAMBI,PARACAMBI,RJ,26600970
18465,RJ,3300803,AC PAPUCAIA,RUA NICOLA POLITOF,LOJAS 2 E 3,226,CENTRO PAPUCAIA,CACHOEIRAS DE MACACU,CACHOEIRAS DE MACACU,RJ,28691970
18385,RJ,3303500,AC NOVA IGUACU,RUA OTAVIO TARQUINO,0,87,CENTRO,NOVA IGUACU,NOVA IGUACU,RJ,26210970
18446,RJ,3303401,AC NOVA FRIBURGO,PRACA PRESIDENTE GETULIO VARGAS,0,85,CENTRO,NOVA FRIBURGO,NOVA FRIBURGO,RJ,28610974
18541,RJ,3304557,AC NOVA AMERICA,AVENIDA PASTOR MARTIN LUTHER KING JR,BLOCO 1 LOJA 1212,126,DEL CASTILHO,RIO DE JANEIRO,RIO DE JANEIRO,RJ,20765971
18367,RJ,3303302,AC NITEROI,AVENIDA VISCONDE DO RIO BRANCO,0,481,CENTRO,NITEROI,NITEROI,RJ,24020971
18386,RJ,3303203,AC NILOPOLIS,RUA FREI LUDOLF,0,175,CENTRO,NILOPOLIS,NILOPOLIS,RJ,26510971
18358,RJ,3303104,AC NATIVIDADE,RUA DOUTOR RAUL TRAVASSOS,0,9,CENTRO,NATIVIDADE,NATIVIDADE,RJ,28380970
18311,RJ,3303401,AC MURY,AVENIDA HAMBURGO,0,730,MURY,NOVA FRIBURGO,NOVA FRIBURGO,RJ,28615970
18407,RJ,3302908,AC MIGUEL PEREIRA,AVENIDA PRESIDENTE JOHN KENNEDY,0,132,CENTRO,MIGUEL PEREIRA,MIGUEL PEREIRA,RJ,26900971
46950,RJ,3303500,AC MIGUEL COUTO,RUA LUCAS RODRIGUES,0,74,MIGUEL COUTO,NOVA IGUACU,NOVA IGUACU,RJ,26070970
18394,RJ,3302809,AC MENDES,RUA ALBERTO PAIVA,0,170,CENTRO,MENDES,MENDES,RJ,26700970
18302,RJ,3304557,AC MEIER,RUA DIAS DA CRUZ,LOJA B,182,MEIER,RIO DE JANEIRO,RIO DE JANEIRO,RJ,20720970
18351,RJ,3302700,AC MARICA,RUA RIBEIRO DE ALMEIDA,0,198,CENTRO,MARICA,MARICA,RJ,24900970
18305,RJ,3304557,AC MARCILIO DIAS,PRACA BARAO DE LADARIO,0,,CENTRO,RIO DE JANEIRO,RIO DE JANEIRO,RJ,20091970
18393,RJ,3302502,AC MAGE,AVENIDA SIMAO DA MOTA,0,900,CENTRO,MAGE,MAGE,RJ,25900970
18300,RJ,3302452,AC MACUCO,AVENIDA GOVERNADOR ROBERTO SILVEIRA,0,,CENTRO,MACUCO,MACUCO,RJ,28545970
18350,RJ,3302403,AC MACAE,RUA TEIXEIRA DE GOUVEIA,0,712,CENTRO,MACAE,MACAE,RJ,27910970
18365,RJ,3304409,AC LIDICE,RODOVIA SATURMINO BRAGA,0,500,CENTRO,LIDICE,RIO CLARO,RJ,27475970
18293,RJ,3304557,AC LEBLON,AVENIDA ATAULFO DE PAIVA,LOJAS C/D,822,LEBLON,RIO DE JANEIRO,RIO DE JANEIRO,RJ,22440970
18322,RJ,3304557,AC LARGO DO MACHADO,LARGO DO MACHADO,0,35,CATETE,RIO DE JANEIRO,RIO DE JANEIRO,RJ,22221971
18476,RJ,3304557,AC LARGO DO BICAO,ESTRADA DO QUITUNGO,LOJA B,1780,BRAZ DE PINA,RIO DE JANEIRO,RIO DE JANEIRO,RJ,21215971
18345,RJ,3302304,AC LAJE DO MURIAE,RUA FERREIRA CESAR,0,94,CENTRO,LAJE DO MURIAE,LAJE DO MURIAE,RJ,28350970
18291,RJ,3304557,AC JARDIM BOTANICO,RUA JARDIM BOTANICO,0,728,JARDIM BOTANICO,RIO DE JANEIRO,RIO DE JANEIRO,RJ,22460970
18343,RJ,3302205,AC ITAPERUNA,AVENIDA CARDOSO MOREIRA,0,534,CENTRO,ITAPERUNA,ITAPERUNA,RJ,28300971
18342,RJ,3302106,AC ITAOCARA,RUA SEBASTIAO DA PENHA RANGEL,0,123,CENTRO,ITAOCARA,ITAOCARA,RJ,28570970
18522,RJ,3302056,AC ITALVA,RUA OLIVIA FARIA,0,152,CENTRO,ITALVA,ITALVA,RJ,28250970
18313,RJ,3303906,AC ITAIPAVA,ESTRADA UNIAO E INDUSTRIA,LOJAS 5 E 6,11870,ITAIPAVA,PETROPOLIS,PETROPOLIS,RJ,25750970
18421,RJ,3302007,AC ITAGUAI,RUA GENERAL BOCAIUVA,0,251,CENTRO,ITAGUAI,ITAGUAI,RJ,23815970
18475,RJ,3304557,AC IRAJA,RUA MARQUES DE ARACATI,0,51,IRAJA,RIO DE JANEIRO,RIO DE JANEIRO,RJ,21235970
18284,RJ,3304557,AC ILHA DO GOVERNADOR,ESTRADA DO GALEAO,1  ANDAR,1322,JARDIM CARIOCA,RIO DE JANEIRO,RIO DE JANEIRO,RJ,21931972
18336,RJ,3301876,AC IGUABA GRANDE,RUA PAULINO RODRIGUES DE SOUZA,0,2017,CENTRO,IGUABA GRANDE,IGUABA GRANDE,RJ,28960970
18335,RJ,3303302,AC ICARAI,RUA GAVIAO PEIXOTO,LOJA 1,262,ICARAI,NITEROI,NITEROI,RJ,24230970
18534,RJ,3304557,AC HANNIBAL PORTO,RUA ITAPERA,0,500,IRAJA,RIO DE JANEIRO,RIO DE JANEIRO,RJ,21230971
18464,RJ,3301850,AC GUAPIMIRIM,RUA JOAO FRANCISCO WRIGTH,0,136,CENTRO,GUAPIMIRIM,GUAPIMIRIM,RJ,25946970
